"","Branches","Junctions","End_points_Voxels","Junction_Voxels","Slab_Voxels","Average_Branch_Length","Triple_Points","Quadruple_Points","Maximum_Branch_Length","replicate","Group","Batch","sample"
"1521",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1522",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1523",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1524",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1525",1,0,2,0,6,7.775,0,0,7.775,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1526",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1527",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1528",1,0,2,0,12,13.767,0,0,13.767,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1529",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1530",1,0,2,0,1,2.635,0,0,2.635,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1531",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1532",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1533",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1534",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1535",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1536",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1537",1,0,2,0,0,0.897,0,0,0.897,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1538",1,0,2,0,1,2.215,0,0,2.215,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1539",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1540",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1541",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1542",1,0,2,0,10,12.986,0,0,12.986,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1543",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1544",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1545",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1546",5,2,4,2,10,3.852,2,0,5.27,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1547",19,8,12,21,38,4.911,6,2,9.195,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1548",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1549",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1550",1,0,2,0,0,1.318,0,0,1.318,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1551",1,0,2,0,16,19.668,0,0,19.668,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1552",1,0,2,0,1,1.795,0,0,1.795,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1553",1,0,2,0,1,2.951,0,0,2.951,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1554",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1555",1,0,2,0,1,2.598,0,0,2.598,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1556",1,0,2,0,10,13.374,0,0,13.374,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1557",1,0,2,0,0,1.318,0,0,1.318,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1558",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1559",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1560",1,0,2,0,2,2.895,0,0,2.895,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1561",8,3,6,13,16,5.239,2,1,9.491,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1562",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1563",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1564",25,10,15,28,136,8.789,5,5,43.148,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1565",1,0,2,0,0,1.364,0,0,1.364,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1566",1,0,2,0,3,5.901,0,0,5.901,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1567",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1568",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1569",5,2,4,2,28,7.459,2,0,14.674,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1570",1,0,2,0,36,43.909,0,0,43.909,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1571",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1572",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1573",1,0,2,0,1,1.93,0,0,1.93,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1574",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1575",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1576",3,1,3,1,29,13.208,1,0,27.116,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1577",1,0,2,0,7,10.647,0,0,10.647,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1578",7,3,4,6,17,4.824,2,1,9.427,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1579",1,0,2,0,3,4.477,0,0,4.477,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1580",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1581",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1582",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1583",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1584",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1585",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1586",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1587",1,0,2,0,0,1.318,0,0,1.318,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1588",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1589",1,0,2,0,6,9.014,0,0,9.014,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1590",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1591",64,25,35,60,168,5.636,14,5,23.366,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1592",1,0,2,0,6,7.952,0,0,7.952,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1593",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1594",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1595",1,0,2,0,3,4.43,0,0,4.43,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1596",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1597",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1598",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1599",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1600",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1601",1,0,2,0,1,2.329,0,0,2.329,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1602",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1603",1,0,2,0,6,8.221,0,0,8.221,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1604",1,0,2,0,5,7.209,0,0,7.209,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1605",1,0,2,0,6,7.122,0,0,7.122,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1606",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1607",1,0,2,0,8,11.431,0,0,11.431,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1608",72,30,37,392,260,7.754,19,4,29.321,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1609",3,1,3,38,16,10.513,1,0,15.134,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1610",1,0,2,0,1,2.329,0,0,2.329,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1611",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1612",1,0,2,0,2,3.533,0,0,3.533,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1613",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1614",1,0,2,0,5,5.804,0,0,5.804,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1615",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1616",1,0,2,0,4,4.907,0,0,4.907,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1617",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1618",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1619",8,3,6,6,18,5.228,2,1,14.81,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1620",1,0,2,0,9,12.955,0,0,12.955,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1621",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1622",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1623",1,0,2,0,3,5.166,0,0,5.166,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1624",1,0,2,0,0,0.897,0,0,0.897,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1625",1,0,2,0,1,2.329,0,0,2.329,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1626",1,0,2,0,0,1.364,0,0,1.364,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1627",1,0,2,0,0,1.633,0,0,1.633,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1628",1,0,2,0,6,6.702,0,0,6.702,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1629",1,0,2,0,3,5.586,0,0,5.586,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1630",1,0,2,0,20,24.671,0,0,24.671,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1631",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1632",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1633",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1634",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1635",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1636",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1637",1,0,2,0,13,14.763,0,0,14.763,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1638",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1639",3,1,3,1,20,9.399,1,0,16.099,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1640",1,0,2,0,4,5.748,0,0,5.748,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1641",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1642",1,0,2,0,39,43.028,0,0,43.028,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1643",38,14,22,43,126,6.838,7,3,21.52,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1644",1,0,2,0,4,4.907,0,0,4.907,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1645",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1646",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1647",1,0,2,0,1,2.598,0,0,2.598,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1648",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1649",1,0,2,0,4,6.96,0,0,6.96,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1650",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1651",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1652",1,0,2,0,1,1.93,0,0,1.93,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1653",1,0,2,0,1,1.93,0,0,1.93,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1654",1,0,2,0,4,5.929,0,0,5.929,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1655",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1656",3,1,3,3,21,10.559,1,0,20.672,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1657",1,0,2,0,5,6.225,0,0,6.225,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1658",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1659",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1660",1,0,2,0,6,7.437,0,0,7.437,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1661",1,0,2,0,0,1.633,0,0,1.633,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1662",1,0,2,0,0,1.364,0,0,1.364,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1663",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1664",1,0,2,0,1,2.329,0,0,2.329,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1665",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1666",1,0,2,0,1,2.598,0,0,2.598,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1667",5,2,4,4,8,4.031,2,0,5.28,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1668",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1669",9,3,7,11,67,11.751,2,0,35.886,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1670",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1671",1,0,2,0,1,1.93,0,0,1.93,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1672",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1673",1,0,2,0,7,9.596,0,0,9.596,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1674",3,1,3,3,7,4.328,1,0,7.122,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1675",1,0,2,0,5,7.256,0,0,7.256,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1676",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1677",1,0,2,0,1,2.329,0,0,2.329,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1678",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1679",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1680",1,0,2,0,1,1.93,0,0,1.93,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1681",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1682",1,0,2,0,2,2.692,0,0,2.692,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1683",5,2,4,43,8,6.667,2,0,8.478,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1684",1,0,2,0,0,1.633,0,0,1.633,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1685",1,0,2,0,5,5.804,0,0,5.804,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1686",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1687",1,0,2,0,5,7.542,0,0,7.542,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1688",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1689",1,0,2,0,0,1.364,0,0,1.364,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1690",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1691",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1692",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1693",1,0,2,0,1,2.729,0,0,2.729,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1694",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1695",6,2,5,6,14,5.14,1,1,6.846,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1696",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1697",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1698",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1699",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1700",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1701",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1702",1,0,2,0,11,11.924,0,0,11.924,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1703",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1704",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1705",3,1,3,1,9,5.461,1,0,10.119,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1706",1,0,2,0,7,10.16,0,0,10.16,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1707",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1708",1,0,2,0,1,1.795,0,0,1.795,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1709",1,0,2,0,1,2.635,0,0,2.635,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1710",1,0,2,0,26,32.074,0,0,32.074,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1711",1,0,2,0,1,1.93,0,0,1.93,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1712",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1713",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1714",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1715",5,2,4,2,31,8.754,2,0,17.56,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1716",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1717",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1718",1,0,2,0,0,0.897,0,0,0.897,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1719",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1720",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1721",1,0,2,0,16,18.092,0,0,18.092,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1722",1,0,2,0,16,20.708,0,0,20.708,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1723",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1724",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1725",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1726",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1727",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1728",1,0,2,0,4,5.643,0,0,5.643,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1729",1,0,2,0,30,31.85,0,0,31.85,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1730",25,10,13,19,131,8.51,6,2,22.065,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1731",3,1,3,3,5,4.465,1,0,6.799,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1732",1,0,2,0,0,1.364,0,0,1.364,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1733",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1734",1,0,2,0,3,4.85,0,0,4.85,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1735",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1736",1,0,2,0,0,1.364,0,0,1.364,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1737",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1738",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1739",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1740",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1741",1,0,2,0,0,1.364,0,0,1.364,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1742",1,0,2,0,2,3.294,0,0,3.294,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1743",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1744",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1745",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1746",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1747",1,0,2,0,3,4.85,0,0,4.85,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1748",1,0,2,0,13,14.244,0,0,14.244,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1749",1,0,2,0,7,8.86,0,0,8.86,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1750",1,0,2,0,0,1.318,0,0,1.318,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1751",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1752",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1753",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1754",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1755",8,3,6,8,36,7.625,2,1,22.951,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1756",1,0,2,0,3,4.565,0,0,4.565,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1757",1,0,2,0,1,2.53,0,0,2.53,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1758",1,0,2,0,3,4.658,0,0,4.658,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1759",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1760",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1761",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1762",1,0,2,0,8,9.232,0,0,9.232,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1763",1,0,2,0,8,9.757,0,0,9.757,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1764",1,0,2,0,4,5.177,0,0,5.177,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
"1765",0,0,1,0,0,0,0,0,0,"E6_KO_F0","KO@E7.5",1,"797.1_E6_KO"
